
SET IDENTITY_INSERT [dbo].[Building] ON 

INSERT [dbo].[Building] ([BuildingID], [BuildingName], [BuildingDescription], [BuildingPicture], [BuildingCode]) VALUES (1, N'An Lạc', N'Nằm giữa một khu vườn yên tĩnh với những hàng cây xanh mát, An Lạc mang đến một không gian thanh bình và ấm cúng. Thiết kế kiến trúc hiện đại với những đường nét đơn giản, kết hợp hài hòa với thiên nhiên xung quanh.', N'https://i.ibb.co/JrqjRCn/Screenshot-2024-06-19-134117.png', 'AL')
INSERT [dbo].[Building] ([BuildingID], [BuildingName], [BuildingDescription], [BuildingPicture],[BuildingCode]) VALUES (2, N'An Viên', N'An Viên mang đậm nét kiến trúc truyền thống với những mái ngói cong và những chi tiết chạm khắc tinh xảo. Không gian bên trong được bài trí trang trọng và ấm cúng, gợi nhớ về những giá trị văn hóa sâu sắc.', N'https://i.ibb.co/JrqjRCn/Screenshot-2024-06-19-134117.png', 'AV')
SET IDENTITY_INSERT [dbo].[Building] OFF


INSERT INTO [dbo].[Floor] (BuildingID, FloorName, FloorDescription, FloorCode)
VALUES 
-- An Lạc Building (ID 1)
(1, N'Tầng 1', N'Mô tả tầng 1' , N'AL-F1'),
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (72, 1, N'412', N'Available', NULL, NULL, NULL, N'AL-F1-A1-412')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (73, 1, N'413', N'Available', NULL, NULL, NULL, N'AL-F1-A1-413')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (74, 1, N'414', N'Available', NULL, NULL, NULL, N'AL-F1-A1-414')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (75, 1, N'415', N'Available', NULL, NULL, NULL, N'AL-F1-A1-415')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (76, 1, N'416', N'Available', NULL, NULL, NULL, N'AL-F1-A1-416')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (77, 1, N'417', N'Available', NULL, NULL, NULL, N'AL-F1-A1-417')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (78, 1, N'418', N'Available', NULL, NULL, NULL, N'AL-F1-A1-418')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (79, 1, N'419', N'Available', NULL, NULL, NULL, N'AL-F1-A1-419')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (80, 1, N'420', N'Available', NULL, NULL, NULL, N'AL-F1-A1-420')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (81, 1, N'501', N'Available', NULL, NULL, NULL, N'AL-F1-A1-501')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (82, 1, N'502', N'Available', NULL, NULL, NULL, N'AL-F1-A1-502')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (83, 1, N'503', N'Available', NULL, NULL, NULL, N'AL-F1-A1-503')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (84, 1, N'504', N'Available', NULL, NULL, NULL, N'AL-F1-A1-504')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (85, 1, N'505', N'Available', NULL, NULL, NULL, N'AL-F1-A1-505')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (86, 1, N'506', N'Available', NULL, NULL, NULL, N'AL-F1-A1-506')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (87, 1, N'507', N'Available', NULL, NULL, NULL, N'AL-F1-A1-507')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (88, 1, N'508', N'Available', NULL, NULL, NULL, N'AL-F1-A1-508')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (89, 1, N'509', N'Available', NULL, NULL, NULL, N'AL-F1-A1-509')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (90, 1, N'510', N'Available', NULL, NULL, NULL, N'AL-F1-A1-510')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (91, 1, N'511', N'Available', NULL, NULL, NULL, N'AL-F1-A1-511')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (92, 1, N'512', N'Available', NULL, NULL, NULL, N'AL-F1-A1-512')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (93, 1, N'513', N'Available', NULL, NULL, NULL, N'AL-F1-A1-513')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (94, 1, N'514', N'Available', NULL, NULL, NULL, N'AL-F1-A1-514')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (95, 1, N'515', N'Available', NULL, NULL, NULL, N'AL-F1-A1-515')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (96, 1, N'516', N'Available', NULL, NULL, NULL, N'AL-F1-A1-516')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (97, 1, N'517', N'Available', NULL, NULL, NULL, N'AL-F1-A1-517')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (98, 1, N'518', N'Available', NULL, NULL, NULL, N'AL-F1-A1-518')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (99, 1, N'519', N'Available', NULL, NULL, NULL, N'AL-F1-A1-519')
GO
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (100, 1, N'520', N'Available', NULL, NULL, NULL, N'AL-F1-A1-520')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (101, 2, N'101', N'Available', NULL, NULL, NULL, N'AL-F1-A2-101')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (102, 2, N'102', N'Available', NULL, NULL, NULL, N'AL-F1-A2-102')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (103, 2, N'103', N'Available', NULL, NULL, NULL, N'AL-F1-A2-103')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (104, 2, N'104', N'Available', NULL, NULL, NULL, N'AL-F1-A2-104')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (105, 2, N'105', N'Available', NULL, NULL, NULL, N'AL-F1-A2-105')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (106, 2, N'106', N'Available', NULL, NULL, NULL, N'AL-F1-A2-106')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (107, 2, N'107', N'Available', NULL, NULL, NULL, N'AL-F1-A2-107')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (108, 2, N'108', N'Available', NULL, NULL, NULL, N'AL-F1-A2-108')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (109, 2, N'109', N'Available', NULL, NULL, NULL, N'AL-F1-A2-109')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (110, 2, N'110', N'Available', NULL, NULL, NULL, N'AL-F1-A2-110')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (111, 2, N'111', N'Available', NULL, NULL, NULL, N'AL-F1-A2-111')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (112, 2, N'112', N'Available', NULL, NULL, NULL, N'AL-F1-A2-112')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (113, 2, N'113', N'Available', NULL, NULL, NULL, N'AL-F1-A2-113')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (114, 2, N'114', N'Available', NULL, NULL, NULL, N'AL-F1-A2-114')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (115, 2, N'115', N'Available', NULL, NULL, NULL, N'AL-F1-A2-115')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (116, 2, N'116', N'Available', NULL, NULL, NULL, N'AL-F1-A2-116')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (117, 2, N'117', N'Available', NULL, NULL, NULL, N'AL-F1-A2-117')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (118, 2, N'118', N'Available', NULL, NULL, NULL, N'AL-F1-A2-118')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (119, 2, N'119', N'Available', NULL, NULL, NULL, N'AL-F1-A2-119')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (120, 2, N'120', N'Available', NULL, NULL, NULL, N'AL-F1-A2-120')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (121, 2, N'201', N'Available', NULL, NULL, NULL, N'AL-F1-A2-201')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (122, 2, N'202', N'Available', NULL, NULL, NULL, N'AL-F1-A2-202')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (123, 2, N'203', N'Available', NULL, NULL, NULL, N'AL-F1-A2-203')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (124, 2, N'204', N'Available', NULL, NULL, NULL, N'AL-F1-A2-204')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (125, 2, N'205', N'Available', NULL, NULL, NULL, N'AL-F1-A2-205')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (126, 2, N'206', N'Available', NULL, NULL, NULL, N'AL-F1-A2-206')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (127, 2, N'207', N'Available', NULL, NULL, NULL, N'AL-F1-A2-207')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (128, 2, N'208', N'Available', NULL, NULL, NULL, N'AL-F1-A2-208')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (129, 2, N'209', N'Available', NULL, NULL, NULL, N'AL-F1-A2-209')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (130, 2, N'210', N'Available', NULL, NULL, NULL, N'AL-F1-A2-210')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (131, 2, N'211', N'Available', NULL, NULL, NULL, N'AL-F1-A2-211')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (132, 2, N'212', N'Available', NULL, NULL, NULL, N'AL-F1-A2-212')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (133, 2, N'213', N'Available', NULL, NULL, NULL, N'AL-F1-A2-213')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (134, 2, N'214', N'Available', NULL, NULL, NULL, N'AL-F1-A2-214')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (135, 2, N'215', N'Available', NULL, NULL, NULL, N'AL-F1-A2-215')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (136, 2, N'216', N'Available', NULL, NULL, NULL, N'AL-F1-A2-216')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (137, 2, N'217', N'Available', NULL, NULL, NULL, N'AL-F1-A2-217')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (138, 2, N'218', N'Available', NULL, NULL, NULL, N'AL-F1-A2-218')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (139, 2, N'219', N'Available', NULL, NULL, NULL, N'AL-F1-A2-219')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (140, 2, N'220', N'Available', NULL, NULL, NULL, N'AL-F1-A2-220')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (141, 2, N'301', N'Available', NULL, NULL, NULL, N'AL-F1-A2-301')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (142, 2, N'302', N'Available', NULL, NULL, NULL, N'AL-F1-A2-302')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (143, 2, N'303', N'Available', NULL, NULL, NULL, N'AL-F1-A2-303')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (144, 2, N'304', N'Available', NULL, NULL, NULL, N'AL-F1-A2-304')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (145, 2, N'305', N'Available', NULL, NULL, NULL, N'AL-F1-A2-305')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (146, 2, N'306', N'Available', NULL, NULL, NULL, N'AL-F1-A2-306')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (147, 2, N'307', N'Available', NULL, NULL, NULL, N'AL-F1-A2-307')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (148, 2, N'308', N'Available', NULL, NULL, NULL, N'AL-F1-A2-308')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (149, 2, N'309', N'Available', NULL, NULL, NULL, N'AL-F1-A2-309')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (150, 2, N'310', N'Available', NULL, NULL, NULL, N'AL-F1-A2-310')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (151, 2, N'311', N'Available', NULL, NULL, NULL, N'AL-F1-A2-311')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (152, 2, N'312', N'Available', NULL, NULL, NULL, N'AL-F1-A2-312')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (153, 2, N'313', N'Available', NULL, NULL, NULL, N'AL-F1-A2-313')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (154, 2, N'314', N'Available', NULL, NULL, NULL, N'AL-F1-A2-314')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (155, 2, N'315', N'Available', NULL, NULL, NULL, N'AL-F1-A2-315')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (156, 2, N'316', N'Available', NULL, NULL, NULL, N'AL-F1-A2-316')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (157, 2, N'317', N'Available', NULL, NULL, NULL, N'AL-F1-A2-317')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (158, 2, N'318', N'Available', NULL, NULL, NULL, N'AL-F1-A2-318')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (159, 2, N'319', N'Available', NULL, NULL, NULL, N'AL-F1-A2-319')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (160, 2, N'320', N'Available', NULL, NULL, NULL, N'AL-F1-A2-320')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (161, 2, N'401', N'Available', NULL, NULL, NULL, N'AL-F1-A2-401')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (162, 2, N'402', N'Available', NULL, NULL, NULL, N'AL-F1-A2-402')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (163, 2, N'403', N'Available', NULL, NULL, NULL, N'AL-F1-A2-403')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (164, 2, N'404', N'Available', NULL, NULL, NULL, N'AL-F1-A2-404')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (165, 2, N'405', N'Available', NULL, NULL, NULL, N'AL-F1-A2-405')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (166, 2, N'406', N'Available', NULL, NULL, NULL, N'AL-F1-A2-406')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (167, 2, N'407', N'Available', NULL, NULL, NULL, N'AL-F1-A2-407')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (168, 2, N'408', N'Available', NULL, NULL, NULL, N'AL-F1-A2-408')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (169, 2, N'409', N'Available', NULL, NULL, NULL, N'AL-F1-A2-409')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (170, 2, N'410', N'Available', NULL, NULL, NULL, N'AL-F1-A2-410')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (171, 2, N'411', N'Available', NULL, NULL, NULL, N'AL-F1-A2-411')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (172, 2, N'412', N'Available', NULL, NULL, NULL, N'AL-F1-A2-412')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (173, 2, N'413', N'Available', NULL, NULL, NULL, N'AL-F1-A2-413')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (174, 2, N'414', N'Available', NULL, NULL, NULL, N'AL-F1-A2-414')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (175, 2, N'415', N'Available', NULL, NULL, NULL, N'AL-F1-A2-415')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (176, 2, N'416', N'Available', NULL, NULL, NULL, N'AL-F1-A2-416')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (177, 2, N'417', N'Available', NULL, NULL, NULL, N'AL-F1-A2-417')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (178, 2, N'418', N'Available', NULL, NULL, NULL, N'AL-F1-A2-418')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (179, 2, N'419', N'Available', NULL, NULL, NULL, N'AL-F1-A2-419')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (180, 2, N'420', N'Available', NULL, NULL, NULL, N'AL-F1-A2-420')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (181, 2, N'501', N'Available', NULL, NULL, NULL, N'AL-F1-A2-501')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (182, 2, N'502', N'Available', NULL, NULL, NULL, N'AL-F1-A2-502')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (183, 2, N'503', N'Available', NULL, NULL, NULL, N'AL-F1-A2-503')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (184, 2, N'504', N'Available', NULL, NULL, NULL, N'AL-F1-A2-504')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (185, 2, N'505', N'Available', NULL, NULL, NULL, N'AL-F1-A2-505')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (186, 2, N'506', N'Available', NULL, NULL, NULL, N'AL-F1-A2-506')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (187, 2, N'507', N'Available', NULL, NULL, NULL, N'AL-F1-A2-507')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (188, 2, N'508', N'Available', NULL, NULL, NULL, N'AL-F1-A2-508')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (189, 2, N'509', N'Available', NULL, NULL, NULL, N'AL-F1-A2-509')
